angDist,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,Dnu,numax,DPi1,dnurot,e_dnurot,Ncomp,Simbad,_RA,_DE,log(g),corerot,,[Fe/H],corerot
0.073229,297.91516,46.8707,9967700, ,5173,2.929,-0.44,7.896,1.931,0.00552,707.747,0.4,DSEP,,1,Simbad,297.91516,46.8707,297.9151619,46.8706797,9967700,9.67,107.49,75.8,210,5.7,3,Simbad,297.91516,46.87068,2.929,420,,-0.44,420
0.105609,286.35889,38.07068,2833772, ,5121,2.931,0.07,9.167,2.614,0.00478,3463.013,0.406,DSEP,,1,Simbad,286.35889,38.07068,286.3588836,38.0706511,2833772,9.13,100.52,73.7,390,5.78,2,Simbad,286.35888,38.07065,2.931,780,,0.07,780
0.090617,283.93747,45.80207,9326896, ,5203,3.118,0.21,7.129,2.433,0.00946,2601.563,0.299,DSEP,,1,Simbad,283.93747,45.80207,283.9374522,45.8020481,9326896,12.49,156.58,72.3,660,2.31,3,Simbad,283.93745,45.80205,3.118,1320,,0.21,1320
0.0325,294.28757,50.36153,11968334, ,4902,3.042,0.2,7.056,1.996,0.008,1312.46,0.396,DSEP,,1,Simbad,294.28757,50.36153,294.2875589,50.3615244,11968334,11.42,140.68,77.8,375,2.33,3,Simbad,294.28756,50.36152,3.042,750,,0.2,750
0.064496,290.88873,43.77244,7957377, ,4722,2.825,0.18,8.21,1.645,0.00419,1002.693,0.405,DSEP,,1,Simbad,290.88873,43.77244,290.8887178,43.7724244,7957377,7.28,80.43,70.9,0,9.28,1,Simbad,290.88872,43.77242,2.825,0,,0.18,0
0.04482,287.15497,42.74048,7186744, ,5066,2.956,-0.14,7.87,2.042,0.0059,2527.873,0.368,DSEP,,1,Simbad,287.15497,42.74048,287.154955,42.7404858,7186744,9.74,107.96,76.5,415,5.03,2,Simbad,287.15495,42.74049,2.956,830,,-0.14,830
0.036793,293.99841,48.29178,10866415, ,4953,2.871,0,8.784,2.092,0.00435,984.618,0.399,DSEP,,1,Simbad,293.99841,48.29178,293.9984183,48.2917714,10866415,8.79,94.5,75.1,345,3.51,2,Simbad,293.99842,48.29177,2.871,690,,0,690
0.068607,281.64578,42.13981,6665058, ,4723,2.95,-0.06,5.318,0.918,0.0086,691.031,0.277,DSEP,,1,Simbad,281.64578,42.13981,281.6457994,42.1397975,6665058,9.79,106.83,77.5,495,1.67,2,Simbad,281.6458,42.1398,2.95,990,,-0.06,990
0.066584,298.31995,46.83388,9969088, ,5036,3.148,-0.42,4.489,1.033,0.0161,1525.135,0.554,DSEP,,1,Simbad,298.31995,46.83388,298.3199625,46.8338636,9969088,13.32,169.22,81.1,0,4.08,1,Simbad,298.31996,46.83386,3.148,0,,-0.42,0
0.038599,291.94534,39.55029,4465516, ,4905,3.231,0.02,4.694,1.368,0.0186,1552.47,0.531,DSEP,,1,Simbad,291.94534,39.55029,291.9453261,39.5502897,4465516,16.15,207.34,88,0,7.01,1,Simbad,291.94533,39.55029,3.231,0,,0.02,0
0.070833,291.0694,43.73259,7957918, ,4826,2.844,-0.06,7.753,1.531,0.00463,1521.761,0.43,DSEP,,1,Simbad,291.0694,43.73259,291.0693819,43.7325753,7957918,7.57,83.65,68.8,220,5.12,2,Simbad,291.06938,43.73258,2.844,440,,-0.06,440
0.029528,285.85623,38.94261,3833819, ,4830,3.102,-0.02,4.879,1.099,0.0133,801.354,0.353,DSEP,,1,Simbad,285.85623,38.94261,285.8562211,38.9426056,3833819,12.42,153.87,79.4,330,5.86,3,Simbad,285.85622,38.94261,3.102,660,,-0.02,660
0.019988,282.23676,46.46196,9692431, ,4766,2.833,0.24,8.989,2.007,0.00389,1866.299,0.278,DSEP,,1,Simbad,282.23676,46.46196,282.2367678,46.4619586,9692431,7.34,82.73,66.1,240,6.3,3,Simbad,282.23677,46.46196,2.833,480,,0.24,480
0.062718,280.23306,47.57467,10382727, ,5016,3.217,-0.16,4.856,1.419,0.0174,1367.106,0.256,DSEP,,1,Simbad,280.23306,47.57467,280.2330378,47.5746789,10382727,15.4,198.26,86,190,8.49,3,Simbad,280.23304,47.57468,3.217,380,,-0.16,380
0.050055,291.71667,44.20923,8299489, ,4920,3.079,-0.02,5.925,1.537,0.0104,1349.065,0.434,DSEP,,1,Simbad,291.71667,44.20923,291.7166881,44.209225,8299489,11.62,140.95,78.1,0,7.54,1,Simbad,291.71669,44.20922,3.079,0,,-0.02,0
0.061527,292.25284,39.50702,4466582, ,4716,2.98,0.16,6.084,1.288,0.00806,1173.498,0.514,DSEP,,1,Simbad,292.25284,39.50702,292.2528433,39.5070031,4466582,10.35,117.4,78.7,395,2.81,3,Simbad,292.25284,39.507,2.98,790,,0.16,790
0.110669,296.47015,48.27808,10873513, ,5119,3.066,-0.1,6.962,2.056,0.00858,2658.945,0.479,DSEP,,1,Simbad,296.47015,48.27808,296.4701578,48.2780497,10873513,11.8,137.81,80.5,90,1.02,2,Simbad,296.47016,48.27805,3.066,180,,-0.1,180
0.065061,292.51596,43.21557,7609801, ,5123,3.009,-0.2,7.367,2.019,0.00711,2816.549,0.477,DSEP,,1,Simbad,292.51596,43.21557,292.5159411,43.2155817,7609801,10.52,121.7,77.1,0,0.78,1,Simbad,292.51594,43.21558,3.009,0,,-0.2,0
0.036377,286.78738,38.05559,2835067, ,4831,2.831,-0.14,7.522,1.398,0.00463,1828.404,0.416,DSEP,,1,Simbad,286.78738,38.05559,286.7873714,38.0555975,2835067,7.65,81.88,71.1,165,7.22,3,Simbad,286.78737,38.0556,2.831,330,,-0.14,330
0.017647,292.99023,39.53755,4469317, ,5159,2.856,-0.98,6.024,0.95,0.00612,1810.082,0.575,DSEP,,1,Simbad,292.99023,39.53755,292.9902253,39.5375533,4469317,8.5,84.83,72.6,355,4.53,3,Simbad,292.99023,39.53755,2.856,710,,-0.98,710
0.068209,293.47491,44.64263,8564157, ,5249,3.16,0.07,6.582,2.282,0.0113,2036.943,0.474,DSEP,,1,Simbad,293.47491,44.64263,293.4749031,44.6426483,8564157,13.43,168.08,82.8,830,7.17,2,Simbad,293.4749,44.64265,3.16,1660,,0.07,1660
0.053099,287.96262,42.76448,7188662, ,4956,2.954,-0.2,6.857,1.542,0.00674,1362.253,0.38,DSEP,,1,Simbad,287.96262,42.76448,287.9626,42.7644814,7188662,9.46,109.86,73.9,125,1.22,3,Simbad,287.9626,42.76448,2.954,250,,-0.2,250
0.066127,295.29733,48.91054,11251622, ,4755,2.812,0.18,8.898,1.875,0.00375,1707.042,0.439,DSEP,,1,Simbad,295.29733,48.91054,295.2973231,48.9105578,11251622,7.02,78.27,67.9,155,4.73,2,Simbad,295.29732,48.91056,2.812,310,,0.18,310
0.074431,289.27069,41.56262,6196950, ,4953,3.253,-0.14,4.127,1.112,0.0223,1075.809,0.408,DSEP,,1,Simbad,289.27069,41.56262,289.2706683,41.5626072,6196950,16.8,212.01,89.2,270,5.51,3,Simbad,289.27067,41.56261,3.253,540,,-0.14,540
0.079192,286.98465,38.07113,2835657, ,4868,2.857,-0.14,7.586,1.51,0.00487,2001.588,0.42,DSEP,,1,Simbad,286.98465,38.07113,286.9846225,38.0711339,2835657,7.86,85.97,69.9,0,9.22,1,Simbad,286.98462,38.07113,2.857,0,,-0.14,0
0.075885,288.26096,42.72396,7189418, ,4794,2.968,-0.16,5.257,0.937,0.00909,1229.909,0.384,DSEP,,1,Simbad,288.26096,42.72396,288.2609886,42.7239583,7189418,10.23,114.11,77.8,355,2.09,2,Simbad,288.26099,42.72396,2.968,710,,-0.16,710
0.025494,292.91394,43.23163,7611069, ,4862,3.119,0.06,5.487,1.443,0.0123,819.356,0.412,DSEP,,1,Simbad,292.91394,43.23163,292.9139314,43.2316267,7611069,12.64,158.56,79.2,190,6.85,3,Simbad,292.91393,43.23163,3.119,380,,0.06,380
0.03169,292.64059,44.24804,8301905, ,4951,3.069,-0.24,5.157,1.138,0.0117,1487.863,0.457,DSEP,,1,Simbad,292.64059,44.24804,292.6406008,44.2480358,8301905,11.89,139.62,80,0,6.48,1,Simbad,292.6406,44.24804,3.069,0,,-0.24,0
0.026811,293.77213,44.63847,8564976, ,4991,2.933,-0.18,7.506,1.761,0.00587,2261.957,0.483,DSEP,,1,Simbad,293.77213,44.63847,293.7721369,44.6384756,8564976,9.6,103.63,76.8,520,1.78,2,Simbad,293.77214,44.63848,2.933,1040,,-0.18,1040
0.087117,287.35968,38.92942,3837488, ,4817,2.896,-0.3,5.518,0.875,0.00733,1321.705,0.413,DSEP,,1,Simbad,287.35968,38.92942,287.35971,38.9294136,3837488,9.31,97.52,75.5,0,4.56,1,Simbad,287.35971,38.92941,2.896,0,,-0.3,0
0.035418,293.48679,39.50758,4471217, ,4800,2.958,0,6.379,1.347,0.00731,1577.351,0.587,DSEP,,1,Simbad,293.48679,39.50758,293.4868003,39.5075858,4471217,9.81,109.69,76.7,0,10.97,1,Simbad,293.4868,39.50759,2.958,0,,0,0
0.069855,297.52463,48.26961,10876892, ,5075,3.135,-0.18,5.8,1.675,0.0121,2118.718,0.506,DSEP,,1,Simbad,297.52463,48.26961,297.5246294,48.2695906,10876892,13.14,163.22,81.9,355,5.95,2,Simbad,297.52463,48.26959,3.135,710,,-0.18,710
0.084226,293.43011,43.20663,7612755, ,4885,2.884,-0.08,7.66,1.636,0.00513,1884.31,0.502,DSEP,,1,Simbad,293.43011,43.20663,293.4301028,43.2066072,7612755,8.4,91.51,73,0,5.52,1,Simbad,293.4301,43.20661,2.884,0,,-0.08,0
0.083162,282.94101,47.58937,10386904, ,4817,3.174,-0.06,4.21,0.965,0.0182,707.49,0.266,DSEP,,1,Simbad,282.94101,47.58937,282.9410439,47.5893733,10386904,14.83,182.26,85.9,490,1.92,3,Simbad,282.94104,47.58937,3.174,980,,-0.06,980
0.041625,294.72171,44.25207,8307791, ,4953,2.938,0.07,8.327,2.191,0.00534,2879.844,0.519,DSEP,,1,Simbad,294.72171,44.25207,294.7217006,44.2520606,8307791,9.59,106.86,76.7,375,4.9,2,Simbad,294.7217,44.25206,2.938,750,,0.07,750
0.14461,283.20502,47.57745,10387370, ,4830,2.763,-0.44,6.344,0.85,0.00469,1852.593,0.282,DSEP,,1,Simbad,283.20502,47.57745,283.2050556,47.5774178,10387370,7.09,68.56,71.62,125,2.23,2,Simbad,283.20506,47.57742,2.763,250,,-0.44,250
0.086428,293.86554,39.55261,4472729, ,4857,3.258,0.07,4.26,1.199,0.0218,1197.733,0.562,DSEP,,1,Simbad,293.86554,39.55261,293.8655592,39.5525911,4472729,17.07,215.6,89.4,125,3.94,2,Simbad,293.86556,39.55259,3.258,250,,0.07,250
0.071961,290.26633,41.51572,6200178, ,4906,2.822,-0.16,8.339,1.684,0.00409,845.592,0.398,DSEP,,1,Simbad,290.26633,41.51572,290.2663039,41.5157158,6200178,6.99,78.06,76.1,340,2.76,3,Simbad,290.2663,41.51572,2.822,680,,-0.16,680
0.0424,285.67529,46.41472,9698133, ,4948,2.942,0.12,8.17,2.131,0.0055,1424.324,0.315,DSEP,,1,Simbad,285.67529,46.41472,285.6752772,46.4147122,9698133,9.34,110.64,71.5,390,3.15,2,Simbad,285.67528,46.41471,2.942,780,,0.12,780
0.032575,294.98322,44.21791,8308639, ,5047,2.966,-0.08,7.821,2.064,0.00608,3104.551,0.528,DSEP,,1,Simbad,294.98322,44.21791,294.9832264,44.2179178,8308639,9.69,109.9,75.9,355,2.64,2,Simbad,294.98323,44.21792,2.966,710,,-0.08,710
0.07234,288.05292,38.93792,3839294, ,4832,2.953,0.04,6.897,1.553,0.00667,1952.363,0.433,DSEP,,1,Simbad,288.05292,38.93792,288.0529175,38.9379,3839294,9.93,110.69,77.1,0,4.41,1,Simbad,288.05292,38.9379,2.953,0,,0.04,0
0.052927,283.57162,47.50454,10387999, ,4914,2.873,0.1,8.831,2.125,0.00435,2833.709,0.286,DSEP,,1,Simbad,283.57162,47.50454,283.5716403,47.5045347,10387999,8.58,91.42,75.8,290,6.38,2,Simbad,283.57164,47.50453,2.873,580,,0.1,580
0.141799,294.60608,43.23467,7617028, ,4876,3.226,0.16,4.946,1.499,0.0174,1587.881,0.532,DSEP,,1,Simbad,294.60608,43.23467,294.6061183,43.2346422,7617028,15.48,205.72,83.7,295,4.45,3,Simbad,294.60612,43.23464,3.226,590,,0.16,590
0.08737,286.69324,46.49136,9699882, ,5166,3.12,0.07,6.891,2.282,0.00982,2679.98,0.327,DSEP,,1,Simbad,286.69324,46.49136,286.6932075,46.4913506,9699882,12.65,154.19,81.2,220,6.85,2,Simbad,286.69321,46.49135,3.12,440,,0.07,440
0.076239,297.2627,50.31644,11975173, ,4906,3.253,0.12,4.78,1.491,0.0192,1120.365,0.436,DSEP,,1,Simbad,297.2627,50.31644,297.2627133,50.3164594,11975173,16.52,213.12,86.9,435,3.98,2,Simbad,297.26271,50.31646,3.253,870,,0.12,870
0.112497,291.26584,42.73949,7198587, ,4968,3.175,0.18,5.857,1.871,0.0131,1535.778,0.45,DSEP,,1,Simbad,291.26584,42.73949,291.2658156,42.7395156,7198587,13.78,177.52,81.2,330,0.43,2,Simbad,291.26582,42.73952,3.175,660,,0.18,660
0.037171,286.79929,46.49434,9700053, ,4932,3.267,0.02,4.55,1.396,0.0209,465.193,0.245,DSEP,,1,Simbad,286.79929,46.49434,286.7992817,46.4943314,9700053,16.83,221.87,87.6,465,2.14,3,Simbad,286.79928,46.49433,3.267,930,,0.02,930
0.068838,286.84634,46.42024,9700142, ,5188,2.929,0.07,9.343,2.707,0.00467,3508.534,0.33,DSEP,,1,Simbad,286.84634,46.42024,286.8463675,46.4202425,9700142,8.9,97.02,75,465,4.89,3,Simbad,286.84637,46.42024,2.929,930,,0.07,930
0.045477,294.91379,43.70664,7969053, ,5050,3.022,0,7.379,2.091,0.00733,2235.263,0.538,DSEP,,1,Simbad,294.91379,43.70664,294.9137772,43.7066314,7969053,10.98,127.08,78.5,170,7.32,2,Simbad,294.91378,43.70663,3.022,340,,0,340
0.026257,295.25073,44.24887,8309466, ,5043,3.186,0.08,5.739,1.841,0.0137,1748.65,0.532,DSEP,,1,Simbad,295.25073,44.24887,295.2507333,44.2488631,8309466,14.39,185.47,84.2,480,6.77,2,Simbad,295.25073,44.24886,3.186,960,,0.08,960
0.127468,294.84689,43.26161,7617912, ,5052,3.269,-0.24,4.382,1.3,0.0218,1547.135,0.538,DSEP,,1,Simbad,294.84689,43.26161,294.8468567,43.2615842,7617912,17.29,216.93,89.45,500,0.71,3,Simbad,294.84686,43.26158,3.269,1000,,-0.24,1000
0.015694,288.78564,45.8465,9335518, ,4998,2.899,0.36,9.79,2.77,0.00416,1278.908,0.361,DSEP,,1,Simbad,288.78564,45.8465,288.7856356,45.8465031,9335518,9.16,103.46,75.5,0,1.13,1,Simbad,288.78564,45.8465,2.899,0,,0.36,0
0.035637,289.22519,38.97204,3842778, ,5013,2.79,0.07,10.781,2.616,0.00294,1285.549,0.454,DSEP,,1,Simbad,289.22519,38.97204,289.2251853,38.9720308,3842778,7.48,73.67,72.2,340,8.01,2,Simbad,289.22519,38.97203,2.79,680,,0.07,680
0.051047,294.59665,39.51959,4475643, ,5025,2.955,-0.7,4.984,0.817,0.0093,1799.635,0.645,DSEP,,1,Simbad,294.59665,39.51959,294.5966656,39.5195825,4475643,10.25,108.46,76.6,300,3.19,2,Simbad,294.59667,39.51958,2.955,600,,-0.7,600
0.092111,290.51602,38.97957,3847096, ,5048,3.084,0.1,6.924,2.123,0.00901,2720.447,0.503,DSEP,,1,Simbad,290.51602,38.97957,290.5160064,38.9795467,3847096,12.27,147.6,81.1,0,4,1,Simbad,290.51601,38.97955,3.084,0,,0.1,0
0.058134,296.49762,40.82865,5637392, ,4839,2.843,-0.06,7.888,1.582,0.00454,1543.841,0.668,DSEP,,1,Simbad,296.49762,40.82865,296.4976389,40.8286425,5637392,7.72,82.75,70.6,620,4.07,3,Simbad,296.49764,40.82864,2.843,1240,,-0.06,1240
0.106032,295.3269,43.23536,7619745, ,4930,3.141,-0.08,5.22,1.375,0.0136,808.866,0.442,DSEP,,1,Simbad,295.3269,43.23536,295.3268922,43.2353311,7619745,13.13,169.35,78.9,365,3.84,2,Simbad,295.32689,43.23533,3.141,730,,-0.08,730
0.123239,295.38281,43.23974,7619946, ,4829,3.135,-0.04,4.581,1.045,0.0153,1066.505,0.506,DSEP,,1,Simbad,295.38281,43.23974,295.3827667,43.2397267,7619946,13.79,166.62,84.2,335,3.2,2,Simbad,295.38277,43.23973,3.135,670,,-0.04,670
0.070039,296.9314,40.85776,5639438, ,4894,3.176,0.3,5.893,1.898,0.0131,1086.616,0.595,DSEP,,1,Simbad,296.9314,40.85776,296.9313744,40.8577581,5639438,13.2,181.66,71,160,2.8,3,Simbad,296.93137,40.85776,3.176,320,,0.3,320
0.043139,298.91434,48.26798,10881317, ,4801,2.78,0.1,9.466,1.97,0.00327,2031.171,0.546,DSEP,,1,Simbad,298.91434,48.26798,298.9143308,48.2679697,10881317,6.88,74.16,69.2,0,3.92,1,Simbad,298.91433,48.26797,2.78,0,,0.1,0
0.065084,291.01398,45.82472,9340325, ,4756,2.918,-0.04,5.931,1.062,0.00717,1593.058,0.4,DSEP,,1,Simbad,291.01398,45.82472,291.0140058,45.8247219,9340325,9.22,99.96,76.2,500,1.89,2,Simbad,291.01401,45.82472,2.918,1000,,-0.04,1000
0.06302,287.62778,42.14913,6678433, ,4901,2.967,-0.06,6.836,1.581,0.00697,1654.753,0.382,DSEP,,1,Simbad,287.62778,42.14913,287.6277806,42.1491125,6678433,9.11,110.05,74.9,220,7.16,3,Simbad,287.62778,42.14911,2.967,440,,-0.06,440
0.026977,299.07321,48.20626,10881810, ,4985,3.064,-0.06,6.364,1.712,0.00936,864.929,0.451,DSEP,,1,Simbad,299.07321,48.20626,299.0731994,48.2062625,10881810,11.9,147.8,78,0,10.17,1,Simbad,299.0732,48.20626,3.064,0,,-0.06,0
0.065013,296.21375,44.2665,8312512, ,4780,2.925,-0.2,5.393,0.893,0.00802,1406.19,0.548,DSEP,,1,Simbad,296.21375,44.2665,296.2137339,44.2665139,8312512,9.22,101.96,74.5,360,1.58,2,Simbad,296.21373,44.26651,2.925,720,,-0.2,720
0.093192,288.2002,50.42032,12007304, ,5199,3.259,-0.3,4.969,1.635,0.0188,978.54,0.311,DSEP,,1,Simbad,288.2002,50.42032,288.2002269,50.4203006,12007304,16.7,216.54,88.4,520,3.43,3,Simbad,288.20023,50.4203,3.259,1040,,-0.3,1040
0.046214,285.23291,49.09671,11285650, ,4731,2.865,0.36,8.7,2.025,0.00433,1522.829,0.293,DSEP,,1,Simbad,285.23291,49.09671,285.2329039,49.0966978,11285650,8.47,93.63,74.3,340,2.01,2,Simbad,285.2329,49.0967,2.865,680,,0.36,680
0.045977,295.79184,43.2672,7621561, ,4683,2.965,0.36,6.838,1.574,0.00693,943.051,0.488,DSEP,,1,Simbad,295.79184,43.2672,295.7918228,43.2672025,7621561,10.05,115.39,77.3,270,1.9,3,Simbad,295.79182,43.2672,2.965,540,,0.36,540
0.047478,295.79849,43.26537,7621593, ,4877,3.028,0.02,6.307,1.546,0.00868,1180.912,0.534,DSEP,,1,Simbad,295.79849,43.26537,295.7985056,43.2653633,7621593,10.54,127.13,75.1,600,6.77,2,Simbad,295.79851,43.26536,3.028,1200,,0.02,1200
0.060444,288.19608,42.15317,6680023, ,4940,3.138,0.18,6.112,1.872,0.0115,2017.184,0.393,DSEP,,1,Simbad,288.19608,42.15317,288.1961011,42.1531639,6680023,13.46,166.59,83.9,260,6.55,2,Simbad,288.1961,42.15316,3.138,520,,0.18,520
0.068362,286.59137,46.95044,10000547, ,5196,3.116,-0.34,6.176,1.816,0.0109,1340.193,0.322,DSEP,,1,Simbad,286.59137,46.95044,286.5913592,46.9504575,10000547,13.29,161.1,82.7,265,3.92,2,Simbad,286.59136,46.95046,3.116,530,,-0.34,530
0.108943,292.63409,41.50832,6207510, ,4794,2.889,-0.08,6.72,1.276,0.00592,1063.702,0.474,DSEP,,1,Simbad,292.63409,41.50832,292.6340539,41.5083336,6207510,8.52,95.64,73.3,0,4.59,1,Simbad,292.63405,41.50833,2.889,0,,-0.08,0
0.066342,289.09659,50.42718,12008916, ,5166,3.12,0.07,6.891,2.282,0.00982,1180.07,0.324,DSEP,,1,Simbad,289.09659,50.42718,289.0966189,50.4271808,12008916,12.91,160.78,79.8,430,1.59,2,Simbad,289.09662,50.42718,3.12,860,,0.07,860
0.046734,282.70322,48.31152,10904520, ,4866,2.929,-0.1,6.823,1.444,0.0064,1323.417,0.274,DSEP,,1,Simbad,282.70322,48.31152,282.7032278,48.3115081,10904520,9.14,101.77,74,320,3.03,2,Simbad,282.70323,48.31151,2.929,640,,-0.1,640
0.093759,294.58328,40.34836,5197031, ,5017,3.143,-0.56,4.05,0.831,0.0176,1415.416,0.593,DSEP,,1,Simbad,294.58328,40.34836,294.5833028,40.3483406,5197031,13.85,168.91,83.5,425,6.87,3,Simbad,294.5833,40.34834,3.143,850,,-0.56,850
0.029931,296.46646,43.29807,7624334, ,4798,2.896,-0.12,6.138,1.081,0.00659,1753.184,0.601,DSEP,,1,Simbad,296.46646,43.29807,296.4664494,43.2980669,7624334,8.59,97.9,71.8,360,3.69,2,Simbad,296.46645,43.29807,2.896,720,,-0.12,720
0.018495,296.81091,44.63736,8574234, ,4785,2.988,-0.04,5.47,1.062,0.00914,1194.021,0.534,DSEP,,1,Simbad,296.81091,44.63736,296.8109147,44.6373639,8574234,10.6,118.09,77.5,0,5.24,1,Simbad,296.81091,44.63736,2.988,0,,-0.04,0
0.056901,298.22128,40.80738,5645576, ,4711,2.995,0.4,6.816,1.673,0.00744,1671.462,0.768,DSEP,,1,Simbad,298.22128,40.80738,298.2212592,40.8073814,5645576,10.6,126.03,78.1,0,7.13,1,Simbad,298.22126,40.80738,2.995,0,,0.4,0
0.179681,286.68628,49.00836,11287949, ,4873,2.854,0.04,8.654,1.95,0.00424,2361.182,0.309,DSEP,,1,Simbad,286.68628,49.00836,286.6862928,49.0084092,11287949,8.19,91,72,295,3.06,2,Simbad,286.68629,49.00841,2.854,590,,0.04,590
0.107367,288.77344,47.59454,10397623, ,5000,2.762,0.07,11.17,2.633,0.00266,3812.195,0.345,DSEP,,1,Simbad,288.77344,47.59454,288.7734186,47.5945661,10397623,6.91,69.76,70.8,0,8.36,1,Simbad,288.77342,47.59457,2.762,0,,0.07,0
0.10885,291.63174,38.05975,2853354, ,4988,3.013,0.21,7.709,2.231,0.00686,2971.578,0.566,DSEP,,1,Simbad,291.63174,38.05975,291.6317472,38.0597203,2853354,10.35,125.35,76.3,410,2.54,3,Simbad,291.63175,38.05972,3.013,820,,0.21,820
0.013052,297.06979,44.24598,8315560, ,5062,2.857,-0.28,8.705,1.99,0.00425,2630.648,0.604,DSEP,,1,Simbad,297.06979,44.24598,297.0697894,44.2459764,8315560,7.5,86.55,88.9,270,5.6,3,Simbad,297.06979,44.24598,2.857,540,,-0.28,540
0.053224,297.12469,44.29316,8315796, ,4809,2.909,0.08,7.396,1.618,0.00563,1585.587,0.588,DSEP,,1,Simbad,297.12469,44.29316,297.1246722,44.2931675,8315796,8.94,99.94,73.9,425,2.72,3,Simbad,297.12467,44.29317,2.909,850,,0.08,850
0.058203,298.65875,40.85332,5647719, ,4944,3.132,0.12,5.974,1.763,0.0116,1538.697,0.767,DSEP,,1,Simbad,298.65875,40.85332,298.6587319,40.8533286,5647719,12.49,165.62,88.1,270,5.39,3,Simbad,298.65873,40.85333,3.132,540,,0.12,540
0.096232,298.74442,40.80733,5648159, ,4903,3.234,0.18,5.036,1.586,0.0175,1032.765,0.622,DSEP,,1,Simbad,298.74442,40.80733,298.744405,40.8073542,5648159,14.91,203.09,85.1,275,2.59,3,Simbad,298.7444,40.80735,3.234,550,,0.18,550
0.091441,298.04208,44.69321,8579095, ,4796,3.094,0.36,6.192,1.735,0.0103,1309.039,0.581,DSEP,,1,Simbad,298.04208,44.69321,298.0420619,44.6932319,8579095,12,152.46,78.2,285,1.46,3,Simbad,298.04206,44.69323,3.094,570,,0.36,570
0.07508,297.27597,44.22676,8316412, ,4719,2.93,0.14,6.665,1.379,0.00656,654.439,0.392,DSEP,,1,Simbad,297.27597,44.22676,297.2759433,44.2267517,8316412,9.29,104.1,75.5,420,5.05,2,Simbad,297.27594,44.22675,2.93,840,,0.14,840
0.094876,297.67661,43.28897,7629559, ,4721,2.878,0.4,8.576,2.024,0.00452,1752.718,0.65,DSEP,,1,Simbad,297.67661,43.28897,297.6765833,43.2889878,7629559,8.35,93.57,73.5,475,4.66,2,Simbad,297.67658,43.28899,2.878,950,,0.4,950
0.111446,291.22513,42.12917,6689517, ,4932,3.247,-0.28,3.763,0.912,0.0241,941.018,0.422,DSEP,,1,Simbad,291.22513,42.12917,291.2251197,42.12914,6689517,16.46,211.13,88,0,10.85,1,Simbad,291.22512,42.12914,3.247,0,,-0.28,0
0.067451,290.38669,46.46846,9706819, ,5173,3.278,0.04,5.304,1.946,0.0184,2390.469,0.382,DSEP,,1,Simbad,290.38669,46.46846,290.3867172,46.4684597,9706819,16.54,217.56,84.8,0,4.16,1,Simbad,290.38672,46.46846,3.278,0,,0.04,0
0.042778,295.31302,40.35234,5199978, ,4891,3.169,-0.08,4.529,1.106,0.0168,1370.046,0.614,DSEP,,1,Simbad,295.31302,40.35234,295.3130156,40.3523286,5199978,14.62,180.66,85.2,0,3.36,1,Simbad,295.31302,40.35233,3.169,0,,-0.08,0
0.102921,297.84106,43.21456,7630302, ,4866,3.078,-0.02,5.594,1.364,0.011,1059.504,0.561,DSEP,,1,Simbad,297.84106,43.21456,297.8410431,43.2145342,7630302,12.05,143.58,79.9,295,2.12,3,Simbad,297.84104,43.21453,3.078,590,,-0.02,590
0.035475,291.41327,42.18706,6690139, ,5098,2.978,-0.76,5.126,0.909,0.00951,824.43,0.403,DSEP,,1,Simbad,291.41327,42.18706,291.4132819,42.1870556,6690139,9.7,115.54,66,135,7.26,2,Simbad,291.41328,42.18706,2.978,270,,-0.76,270
0.033363,290.52063,46.46356,9707138, ,5170,3.231,0.16,5.875,2.141,0.0149,2559.34,0.384,DSEP,,1,Simbad,290.52063,46.46356,290.5206167,46.4635586,9707138,15.45,203.66,84.2,245,3.29,2,Simbad,290.52062,46.46356,3.231,490,,0.16,490
0.029091,297.42749,39.53018,4489185, ,5003,2.887,-0.38,7.281,1.491,0.00544,1054.896,0.625,DSEP,,1,Simbad,297.42749,39.53018,297.4274939,39.5301875,4489185,8.62,94.11,73.2,335,3.38,2,Simbad,297.42749,39.53019,2.887,670,,-0.38,670
0.127608,297.93768,43.28479,7630743, ,4786,3.143,0.07,4.618,1.08,0.0154,985.749,0.541,DSEP,,1,Simbad,297.93768,43.28479,297.9376325,43.2847822,7630743,14.14,171.99,85.1,0,7.68,1,Simbad,297.93763,43.28478,3.143,0,,0.07,0
0.049231,291.25412,50.47443,12012511, ,4787,2.885,0.26,8.476,2.011,0.00465,1584.814,0.352,DSEP,,1,Simbad,291.25412,50.47443,291.254125,50.4744433,12012511,7.99,92.83,71.4,145,3.41,3,Simbad,291.25412,50.47444,2.885,290,,0.26,290
0.139593,299.28601,40.88096,5650945, ,4762,3.156,0.28,5.24,1.433,0.014,1685.066,0.826,DSEP,,1,Simbad,299.28601,40.88096,299.2859589,40.8809633,5650945,13.81,175.66,83.4,330,0.43,2,Simbad,299.28596,40.88096,3.156,660,,0.28,660
