angDist,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,numax,e_numax,dnu,e_dnu,Teff,e_Teff,logg,e_logg,M,e_M,Prot,e_Prot,Crowding,Tcrit,Vsini,e_Vsini,_RA,_DE
0.003996,287.97449,47.02917,10066275, ,5082,3.049,-0.76,4.461,0.811,0.0129,2067.454,0.339,DSEP,,1,Simbad,287.97449,47.02917,287.97449,47.02917111,10066275,133.5,6.6,11.41,1.26,5017,169,3.05,0.02,1.33,0.32,106.66,11.5,0.99,2.6,0,0,287.97449,47.029171
0.003996,299.28546,45.84629,9364778, ,4961,2.426,0.07,18.621,3.374,7.36E-04,1828.853,0.631,DSEP,,1,Simbad,299.28546,45.84629,299.28546,45.84629111,9364778,35.93,2.68,3.72,0.13,4961,247,2.48,0.04,2.26,0.36,105.15,3.23,1,7.98,0,0,299.28546,45.846291
0.003996,300.2384,45.02451,8845313, ,4842,2.476,-0.68,9.004,0.885,0.00171,1198.981,0.616,DSEP,,1,Simbad,300.2384,45.02451,300.2384,45.02450889,8845313,39.27,2.02,4.38,0.1,4886,141,2.51,0.02,1.5,0.16,74.95,2.69,0.99,6.78,0,0,300.2384,45.024509
0.006984,291.29373,47.05356,10073828, ,4797,2.374,0.21,19.912,3.419,6.10E-04,3232.555,0.39,DSEP,,1,Simbad,291.29373,47.05356,291.29373,47.05355806,10073828,30.66,1.71,3.71,0.5,4889,243,2.4,0.03,1.39,0.41,110.42,5.45,1,8.01,0,0,291.29373,47.053558
0.003996,284.87161,45.13267,8869656, ,4907,2.396,0.07,19.302,3.382,6.62E-04,895.098,0.307,DSEP,,1,Simbad,284.87161,45.13267,284.87161,45.13267111,8869656,29.7,2,3.83,0.13,4907,186,2.39,0.03,1.12,0.16,50.11,4.02,1,7.75,0,0,284.87161,45.132671
0.003996,293.77075,47.01784,10079987, ,4659,2.382,0.02,15.462,2.1,8.00E-04,3737.558,0.439,DSEP,,1,Simbad,293.77075,47.01784,293.77075,47.01784111,10079987,30.25,1.7,3.77,0.13,4891,230,2.4,0.03,1.25,0.17,115.15,5.66,1,7.88,0,0,293.77075,47.017841
0,287.95212,40.45792,5262973, ,4826,2.383,-0.38,14.902,1.957,8.33E-04,3746.197,0.41,DSEP,,1,Simbad,287.95212,40.45792,287.95212,40.45792,5262973,28.84,1.89,3.81,0.13,5038,253,2.38,0.03,1.09,0.16,38.24,4.43,1,7.8,0,0,287.95212,40.45792
0.003996,289.56857,45.11464,8879518, ,4861,2.58,0.21,14.38,2.867,0.00136,1532.29,0.383,DSEP,,1,Simbad,289.56857,45.11464,289.56857,45.11463889,8879518,45.93,2.34,4.7,0.14,5040,257,2.59,0.03,1.89,0.23,117.57,3.12,1,6.32,0,0,289.56857,45.114639
0.003996,288.5658,40.42983,5264655, ,4609,2.396,0.21,16.2,2.379,7.88E-04,3282.757,0.424,DSEP,,1,Simbad,288.5658,40.42983,288.5658,40.42982889,5264655,31.21,1.76,3.81,0.13,4907,227,2.41,0.03,1.32,0.17,74.9,6.9,0.99,7.8,0,0,288.5658,40.429829
0,290.13733,45.15852,8880933, ,5000,2.364,0.07,20.604,3.577,5.76E-04,6656.887,0.393,DSEP,,1,Simbad,290.13733,45.15852,290.13733,45.15852,8880933,28.87,1.89,3.9,0.26,5000,306,2.38,0.04,0.98,0.19,43.93,2.15,0.98,7.62,0,0,290.13733,45.15852
0,288.63324,42.71748,7190400, ,4731,2.373,-0.24,14.701,1.86,8.24E-04,2992.494,0.395,DSEP,,1,Simbad,288.63324,42.71748,288.63324,42.71748,7190400,31.32,1.9,3.79,0.12,4999,293,2.42,0.03,1.4,0.2,64.3,3.13,1,7.84,0,0,288.63324,42.71748
0.003996,289.19507,42.70696,7191945, ,5085,2.653,0.07,14.09,3.258,0.00164,1955.88,0.406,DSEP,,1,Simbad,289.19507,42.70696,289.19507,42.70695889,7191945,58.08,2.69,5.41,0.13,5306,380,2.7,0.03,2.36,0.3,140.76,7.01,1,5.49,0,0,289.19507,42.706959
0.003996,292.19778,42.74401,7201600, ,4788,2.395,-0.5,11.529,1.203,0.00111,2852.833,0.477,DSEP,,1,Simbad,292.19778,42.74401,292.19778,42.74401111,7201600,29.38,2.09,3.86,0.13,5013,273,2.39,0.04,1.08,0.17,37.71,2.89,1,7.69,0,0,292.19778,42.744011
0.003996,293.3508,42.70019,7205397, ,4655,2.389,-0.16,13.242,1.565,9.49E-04,2040.475,0.511,DSEP,,1,Simbad,293.3508,42.70019,293.3508,42.70019111,7205397,29.69,2.11,3.68,0.12,4912,210,2.39,0.03,1.31,0.19,52.6,3.96,0.99,8.07,0,0,293.3508,42.700191
0.006984,295.14169,42.79188,7211802, ,4944,2.546,0.07,15.438,3.058,0.00117,2251.947,0.572,DSEP,,1,Simbad,295.14169,42.79188,295.14169,42.79188194,7211802,37.03,2.88,4.44,0.09,4944,217,2.49,0.04,1.21,0.18,69.42,3.3,0.99,6.69,0,0,295.14169,42.791882
0.006984,295.88477,42.74111,7214916, ,4832,2.902,0.34,8.665,2.183,0.00473,1522.842,0.584,DSEP,,1,Simbad,295.88477,42.74111,295.88477,42.74111194,7214916,99.78,4.17,8,0.26,4868,170,2.92,0.02,2.2,0.23,19.09,1.18,0.99,3.71,0,0,295.88477,42.741112
0,296.49146,42.71645,7217486, ,4919,2.869,0.08,8.865,2.118,0.00428,553.571,0.343,DSEP,,1,Simbad,296.49146,42.71645,296.49146,42.71645,7217486,90.13,3.76,7.16,0.17,4992,115,2.88,0.02,2.62,0.24,118.37,3.77,1,4.15,0,0,296.49146,42.71645
