angDist,_RAJ2000,_DEJ2000,KIC,numax,e_numax,Dnu,e_Dnu,DPi1,e_DPi1,q,e_q,eps,e_eps,dnurot,e_dnurot,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,G16,Teff,log(g),[Fe/H],Rad,Mass,rho,Dist,Av,Mod,Ref,H14,Simbad,_RA,_DE
0,283.20502,47.57745,10387370,68.56,0.91,7.09,0.04,70.45,0.02,0.12,0.02,-0.418,0.077,360,13,Simbad,283.20502,47.57745,283.20502,47.57745,10387370, ,4830,2.763,-0.44,6.344,0.85,0.00469,1852.593,0.282,DSEP,,1,Simbad,283.20502,47.57745
0.0036,282.37518,48.146061,10777816,189.62,2.31,15.87,0.06,86.03,0.04,0.15,0.02,0.343,0.03,620,17,Simbad,282.37518,48.146061,282.37518,48.14606,10777816, ,5017,3.241,-0.1,4.811,1.473,0.0186,734.856,0.262,DSEP,,1,Simbad,282.37518,48.14606
0.0072,292.79977,48.189678,10799530,37,0.54,4.24,0.04,292.82,0.12,0.28,0.03,-0.005,0.042,30,7,Simbad,292.79977,48.189678,292.79977,48.18968,10799530, ,4904,2.46,0.21,17.945,3.389,8.26E-04,2545.935,0.402,DSEP,,1,Simbad,292.79977,48.18968
0.0036,293.99841,48.291779,10866415,94.5,1.14,8.75,0.04,75.26,0.03,0.12,0.02,-0.046,0.066,355,14,Simbad,293.99841,48.291779,293.99841,48.29178,10866415, ,4953,2.871,0,8.784,2.092,0.00435,984.618,0.399,DSEP,,1,Simbad,293.99841,48.29178
0.0036,296.29974,48.845371,11200291,34.3,0.52,4.14,0.04,329.43,0.18,0.34,0.04,-0.291,0.049,30,7,Simbad,296.29974,48.845371,296.29974,48.84537,11200291, ,4919,2.459,-0.72,10.395,1.133,0.00142,2030.71,0.463,DSEP,,1,Simbad,296.29974,48.84537
0,293.33865,49.13422,11353313,127.29,1.46,10.75,0.05,76.95,0.06,0.14,0.02,0.29,0.088,465,7,Simbad,293.33865,49.13422,293.33865,49.13422,11353313, ,5242,3.008,-0.48,7.184,1.916,0.00728,1371.866,0.397,DSEP,,1,Simbad,293.33865,49.13422
0.0036,286.74957,49.540089,11550492,93.64,1.14,8.7,0.04,74.86,0.05,0.13,0.02,0.027,0.104,390,17,Simbad,286.74957,49.540089,286.74957,49.54009,11550492, ,4803,2.865,-0.06,7.204,1.387,0.00522,361.525,0.197,DSEP,,1,Simbad,286.74957,49.54009
0.0036,291.31186,50.211231,11913545,116.75,1.38,10.18,0.05,77.68,0.02,0.14,0.02,0.204,0.033,270,12,Simbad,291.31186,50.211231,291.31186,50.21123,11913545, ,4937,2.982,-0.08,6.832,1.634,0.00722,1030.194,0.348,DSEP,,1,Simbad,291.31186,50.21123
0,294.28757,50.36153,11968334,140.68,1.59,11.41,0.05,77.91,0.04,0.13,0.02,0.239,0.044,370,15,Simbad,294.28757,50.36153,294.28757,50.36153,11968334, ,4902,3.042,0.2,7.056,1.996,0.008,1312.46,0.396,DSEP,,1,Simbad,294.28757,50.36153
0.0036,289.09659,50.427181,12008916,160.78,1.87,12.9,0.06,79.45,0.1,0.15,0.02,0.017,0.109,440,23,Simbad,289.09659,50.427181,289.09659,50.42718,12008916, ,5166,3.12,0.07,6.891,2.282,0.00982,1180.07,0.324,DSEP,,1,Simbad,289.09659,50.42718
0.0036,289.74432,51.482319,12507577,82.15,0.98,7.52,0.04,70.02,0.05,0.13,0.02,0.176,0.133,440,18,Simbad,289.74432,51.482319,289.74432,51.48232,12507577, ,4786,2.82,0.18,9.1,1.993,0.00372,1112.635,0.322,DSEP,,1,Simbad,289.74432,51.48232
